,query,ground_truth,response
150,"The following given embeddings correspond to ""standing"": [[-29.500229, -41.412903], [-7.4916945, -30.469622], [-12.137833, -30.303305]], and the following given embeddings correspond to ""stair up"": [[15.24543, -2.8088715], [36.665783, -11.909429], [12.061411, 6.7784247]]; classify the embedding [-11.123164,-29.264854] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Standing,"""standing"""
151,"The following given embeddings correspond to ""standing"": [[-28.530247, 21.121508], [-25.881369, -36.383526], [-6.8135123, -33.988277]], and the following given embeddings correspond to ""stair up"": [[23.312767, 21.205626], [34.657845, -1.5703145], [22.79148, 0.5839784]]; classify the embedding [-19.779366,29.115559] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Standing,"""Standing"""
152,"The following given embeddings correspond to ""standing"": [[-40.155117, -38.115685], [-9.717875, -30.240656], [-19.779366, 29.115559]], and the following given embeddings correspond to ""stair up"": [[4.631833, 15.199386], [31.398182, -14.384027], [21.045845, 31.713886]]; classify the embedding [-11.52501,-16.519022] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Standing,"""standing"""
153,"The following given embeddings correspond to ""standing"": [[3.33841, -17.95699], [-35.662243, -38.528458], [-7.911091, -31.276775]], and the following given embeddings correspond to ""stair up"": [[22.79148, 0.5839784], [17.311909, 3.9237585], [4.0266523, -3.09623]]; classify the embedding [-18.788208,30.507189] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Standing,standing
154,"The following given embeddings correspond to ""standing"": [[-8.68862, -33.37344], [-23.735264, 21.0865], [-22.883005, 23.099592]], and the following given embeddings correspond to ""stair up"": [[16.122005, -10.877829], [25.691502, 28.454813], [14.742244, -8.365391]]; classify the embedding [-10.9559145,-33.50496] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Standing,standing
155,"The following given embeddings correspond to ""standing"": [[-23.319937, 24.429234], [-13.654407, -34.34897], [-7.4916945, -30.469622]], and the following given embeddings correspond to ""stair up"": [[43.683914, -22.93805], [40.58735, -5.872638], [15.577325, -0.3119866]]; classify the embedding [-7.591431,-34.409317] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Standing,standing
156,"The following given embeddings correspond to ""standing"": [[-19.779366, 29.115559], [-28.806658, 22.123236], [-6.8523026, -30.806229]], and the following given embeddings correspond to ""stair up"": [[-5.2100997, 1.4806976], [12.002488, 28.602266], [47.31965, -13.505336]]; classify the embedding [-9.177948,-33.859013] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Standing,"""Standing"""
157,"The following given embeddings correspond to ""standing"": [[-1.1018722, -9.133118], [-19.99876, -37.347275], [4.363894, -4.8313437]], and the following given embeddings correspond to ""stair up"": [[11.503028, 1.5510535], [20.648222, 32.28295], [34.04075, -12.050467]]; classify the embedding [-8.279873,-33.03706] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Standing,standing
158,"The following given embeddings correspond to ""standing"": [[-52.09212, 10.17999], [-5.72288, -26.635246], [-26.810453, 19.311049]], and the following given embeddings correspond to ""stair up"": [[19.019701, 35.18033], [20.648222, 32.28295], [35.72638, -13.821022]]; classify the embedding [8.449159,24.43238] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Standing,"""stair up"""
159,"The following given embeddings correspond to ""standing"": [[-24.568666, -37.02987], [-28.196756, 18.014715], [-24.2433, 23.770254]], and the following given embeddings correspond to ""stair up"": [[13.527285, 2.749957], [13.531073, -15.652682], [40.654778, 0.52862954]]; classify the embedding [-7.3619604,-29.096241] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Standing,standing
160,"The following given embeddings correspond to ""standing"": [[-38.240948, -38.02957], [-16.965612, -34.879368], [-21.814047, 22.583145]], and the following given embeddings correspond to ""stair up"": [[5.6858325, -12.229369], [12.061411, 6.7784247], [34.04075, -12.050467]]; classify the embedding [11.160281,-1.0739207] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Standing,"""stair up"""
161,"The following given embeddings correspond to ""standing"": [[-22.505987, 22.255135], [-42.171562, -38.577606], [-6.8135123, -33.988277]], and the following given embeddings correspond to ""stair up"": [[27.633999, 13.634906], [18.888746, -18.940634], [11.555765, 40.81091]]; classify the embedding [-21.164354,29.441824] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Standing,standing
162,"The following given embeddings correspond to ""standing"": [[-28.241947, 19.019512], [-35.662243, -38.528458], [-5.9994397, -35.099968]], and the following given embeddings correspond to ""stair up"": [[21.619719, 0.461238], [19.98892, -20.497347], [-14.1520195, 28.90349]]; classify the embedding [-8.68862,-33.37344] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Standing,standing
163,"The following given embeddings correspond to ""standing"": [[-52.09212, 10.17999], [-14.659563, -36.175472], [-31.284178, -34.99345]], and the following given embeddings correspond to ""stair up"": [[13.486004, -15.826681], [11.856708, 0.90857875], [12.002488, 28.602266]]; classify the embedding [3.33841,-17.95699] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Standing,"""stair up"""
164,"The following given embeddings correspond to ""standing"": [[-49.729584, 33.51426], [-22.90062, 26.23827], [-31.075974, -35.83517]], and the following given embeddings correspond to ""stair up"": [[38.072403, -16.914223], [25.412079, -9.384235], [26.955868, 13.925916]]; classify the embedding [-6.8135123,-33.988277] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Standing,standing
165,"The following given embeddings correspond to ""standing"": [[-35.662243, -38.528458], [-40.155117, -38.115685], [-21.98961, 21.418867]], and the following given embeddings correspond to ""stair up"": [[-19.500103, 21.736265], [34.04075, -12.050467], [4.9716225, 18.156757]]; classify the embedding [-7.693295,-33.62041] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Standing,standing
166,"The following given embeddings correspond to ""standing"": [[-0.66004646, -10.036105], [-21.98961, 21.418867], [5.4367437, -13.887092]], and the following given embeddings correspond to ""stair up"": [[-8.877005, -21.46101], [20.216213, -18.242527], [11.856708, 0.90857875]]; classify the embedding [-52.09212,10.17999] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Standing,standing
167,"The following given embeddings correspond to ""standing"": [[-24.568666, -37.02987], [-40.386112, -39.175175], [-24.441725, 21.422838]], and the following given embeddings correspond to ""stair up"": [[21.619719, 0.461238], [12.3531885, 3.4315934], [24.451612, -9.475828]]; classify the embedding [-20.61751,32.073887] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Standing,standing
